num,name,smiles
1138,ChemBL,CC(CN1CCCC1)C(c1ccc(C(F)(F)F)cc1)=O
1139,ChemBL,CN(CC1)CCC1OC(c1ccccc1)c1ccccc1
1140,ChemBL,CN(C)CC1C(c2ccccc2)(c2ccccc2)OCC1
1141,ChemBL,CN(C)CCCN(c1c(CC2)cccc1)c1c2cccc1
1142,ChemBL,CN(C)CCCN(Cc1c(C2)cccc1)c1c2cccc1
1143,ChemBL,O=C(CCCN1CCCCC1)c(cc1)ccc1F
1144,ChemBL,CC[N+](CC)(CC1)C(C)C1=C(c1ccccc1)c1ccccc1
1145,ChemBL,CCN(CC1)C(C)C1=C(c1c(CC2)cccc1)c1c2cccc1
1146,ChemBL,CC(C)N(CC1)CCC1(c1ccccc1)c1ccccc1
1147,ChemBL,C(CN1CCCCC1)C(c1ccccc1)c1ccccc1
1148,ChemBL,C(C1)CN1C(CCCC1)/C1=C/c1ccccc1
1149,ChemBL,CC1(C)N(C)C(C)(C)C=CC1
1150,ChemBL,N[C@H](CCC(N[C@@H](Cc1c[nH]c2c1cccc2)C(O)=O)=O)C(O)=O
1151,ChemBL,N[C@@H](CCC(O)=O)C(N[C@@H](Cc1c[nH]c2c1cccc2)C(O)=O)=O
1152,ChemBL,N[C@@H](CCC(N[C@@H](Cc1c[nH]c2c1cccc2)C(O)=O)=O)C(O)=O
1153,ChemBL,Oc(ccc([C@H](CNC1)c(cc2)c1c(O)c2O)c1)c1O
1154,ChemBL,CCOC(C[C@H](c1ccccc1)NC(CN(C([C@@](C)(c(cc1)ccc1C(N)=N)N1)=O)C1=O)=O)=O
1155,ChemBL,N#Cc1c(N(CC(O)=O)CC(O)=O)sc(C(O)=O)c1CC(O)=O
1156,ChemBL,CCOC(CCNC(N[C@@H](CCN1c(cc2)ccc2C(N)=N)C1=O)=O)=O
1157,ChemBL,OC(CNCCNC(C=NNC1=O)=C1Cl)COc(cccc1)c1Cl
1158,ChemBL,OP(C(Cc1ncccc1)P(O)(O)=O)(O)=O
1159,ChemBL,OCCN(CCc1c[nH]c2c1cccc2)Cc1ccc(/C=C/C(NO)=O)cc1
1160,ChemBL,Oc1ccc(C(CNCC2)c(cc3O)c2c(Cl)c3O)cc1
1161,ChemBL,Oc1ccc(CC(c2c3)NCCc2cc(O)c3O)cc1
1162,ChemBL,Cc1cccc(C2(c(cc3)ccc3OS(O)(=O)=O)c(cc3)ccc3OS(O)(=O)=O)c1NC2=O
1163,ChemBL,Cc1c(CC(N[C@@H](CO)C(O)=O)=O)c(cc(cc2)OC)c2n1C(c(cc1)ccc1Cl)=O
1164,ChemBL,CN(C)Cc1c(C(NCCOc(cc2)ccc2C(NO)=O)=O)oc2c1cccc2
1165,ChemBL,Cc1c(CNc(cc2OC)cc(OC)c2OC)ccc2nc(N)nc(N)c12
1166,ChemBL,OC(CNC(C(C(N(c1c2cccc1)OCC1CC1)=O)=C2O)=O)=O
1167,ChemBL,CCCCC(CCOC(N)=O)(C(NC(N1)=O)=O)C1=O
1168,ChemBL,CC(C)(C)/N=C(/Nc1cccc(/C(/c2cnccc2)=C\CCCC(O)=O)c1)\NC#N
1169,ChemBL,NS(c(cc(c(NC(C(C1)C2C=CC1C2)N1)c2)S1(=O)=O)c2Cl)(=O)=O
1170,ChemBL,OCCN(CCO)CC(N(c1c2cccc1)c(ccc(Cl)c1)c1NC2=O)=O
1171,ChemBL,OP(CCN1C(C(C2=O)=O)=C2NCCC1)(O)=O
1172,ChemBL,C[C@](CNC(c1nc(OC)c(C(F)(F)F)cc1N)=O)(C(F)(F)F)O
1173,ChemBL,C[C@H]([C@@H](c1nc(ccc(C(C)(C)C)c2)c2[nH]1)N)C(N)=O
1174,ChemBL,CC(Nc(cc(cc1)[As]2SC(CO)CS2)c1O)=O
1175,ChemBL,Oc1cc(CCNC2COc(cc3)ccc3Cl)c2cc1O
1176,ChemBL,CC(C)NCC(c(c1cccnc11)ccc1O)O
1177,ChemBL,Oc(cc(CC[C@H]([C@@H]12)NCc3c2cccc3)c1c1)c1O
1178,ChemBL,Cc(n1CCOP(O)(O)=O)ncc1[N+]([O-])=O
1179,ChemBL,CC(C)(C)c1cc(N(C=CC(N2)=O)C2=O)cc(-c2ccc(cc(cc3)NS(C)(=O)=O)c3c2)c1OC
1180,ChemBL,CC(C)Cc1cnc(NS(c2ccc(CC(Nc(cc(cc3)Cl)c3OC)=O)cc2)(=O)=O)nc1
1181,ChemBL,CC(C)(C)c1cc(N(C=CC(N2)=O)C2=O)cc(/C=C/c(cc2)ccc2NS(C)(=O)=O)c1OC
1182,ChemBL,CCCNC(Nc(ccc(Oc(c1c2)ncnc1cc(OC)c2OC)c1)c1Cl)=O
1183,ChemBL,C[C@H](c1ccccc1)OC(Nc1c(-c(cc2)ccc2-c2ccc(C3(CC3)C(O)=O)cc2)onc1C)=O
1184,ChemBL,CN(C(CSCC(F)(F)F)Nc(c1c2)cc(Cl)c2S(N)(=O)=O)S1(=O)=O
1185,ChemBL,CN(CC1)CCN1C(Nc(cc1)ccc1Nc(cc1)ccc1[N+]([O-])=O)=S
1186,ChemBL,NS(c(cc(cc1N2CCCC2)C(O)=O)c1Oc1ccccc1)(=O)=O
1187,ChemBL,Cc1nc(N)c(CNC(c(cc2OC)cc(OC)c2OC)=O)cc1
1188,ChemBL,CN(C)c(c(OC)cc(Cc1c(N)nc(N)nc1)c1)c1OC
1189,ChemBL,COCCNC(c1cc(C(NCCOC)=O)ncc1)=O
1190,ChemBL,CCN(CC)C(NC(N(CC)CC)=N1)=NC1=NN
1191,ChemBL,CC(C)(C(O)=O)Oc1ccc(CNC(c2c(C)nc(-c3ccc(C(F)(F)F)cc3)s2)=O)cc1
1192,ChemBL,Cn1ncc2c1ccc(-c1cc(CCC(O)=O)cc(N)c1OC(C1)Cc3c1cccc3)c2
1193,ChemBL,OC(CCn1c(cccc2)c2c(C2)c1CC[C@H]2NS(c(cc1)ccc1F)(=O)=O)=O
1194,ChemBL,O=C(NN1CCCCCC1)NS(c(cc1)ccc1Cl)(=O)=O
1195,ChemBL,CCOC(c(c(C)cc1c(CO)nn2)c(C)c1c2O)=O
1196,ChemBL,COc(ccc(C(C(CO)C1)=NNC1=O)c1)c1OC
1197,ChemBL,CC(C)([C@H]([C@H]1NC(c(cc2)cc(Cl)c2F)=O)O)Oc(cc2)c1cc2C(C)=O
1198,ChemBL,CC(C)([C@@H]([C@H]1NC(c2cc(F)cc(F)c2)=O)O)Oc(cc2)c1cc2C(C)=O
1199,ChemBL,CC(C)([C@@H]([C@H]1NC(c(cc2)ccc2F)=O)O)Oc(cc2)c1cc2C(C)=O
1200,ChemBL,NC(NCCN(CC1)CCN1c1cccc(C(F)(F)F)c1)=O
1201,ChemBL,CNS(Cc(cc1)cc2c1[nH]cc2CCN(C)C)(=O)=O
1202,ChemBL,Cc1c(CC(O)=O)sc(SCCCC(O)=O)n1
1203,ChemBL,CC1Oc(ccc(Cl)c2)c2N(CC(CO)O)C1=O
1204,ChemBL,CCC(C(NC(N1)=O)=O)(C1=O)C1=CCCCCC1
1205,ChemBL,OC(CSCC(NC(CCS1)C1=O)=O)=O
1206,ChemBL,CCCC(C)C(CC)(C(NC(N1)=O)=O)C1=O
1207,ChemBL,O=C(C(Cc1cccc(C(F)(F)F)c1)=C([C@H](CC1)CC[C@@H]1c1ccccc1)N1)NC1=O
1208,ChemBL,Cc1c(CCN)c(cc(cc2)O)c2n1Cc(cc1)ccc1OC
1209,ChemBL,CC(C)(C)NCC(c1cc(Br)no1)O
1210,ChemBL,CC(CCCNc1cc(OC)cc2cccnc12)N
1211,ChemBL,CC(CCCN)Nc1cc(OC)cc2cccnc12
1212,ChemBL,FC(C(COc1cccc(CNCCc2c[nH]c3c2ccc(F)c3)c1)(F)F)F
1213,ChemBL,CN(CCc1ccc2)[C@H](Cc3ccc4O)c1c2-c3c4O
1214,ChemBL,CCCNC(CC1)Cc2c1nc(N)s2
1215,ChemBL,CCCN[C@@H](CC1)Cc2c1nc(N)s2
1216,ChemBL,CC(C)NC(C)Cc(cc1)ncc1O
1217,ChemBL,CNC(CC1O)COc2c1cccc2
1218,ChemBL,OC(C1CCNCC1)(c1ccccc1)c1ccccc1
1219,ChemBL,OC(C1NCCCC1)(c1ccccc1)c1ccccc1
1220,ChemBL,CC(NC(C)=C(C1c2cccc([N+]([O-])=O)c2)C(OC/C=C/c2ccccc2)=O)=C1C(OC)=O
1221,ChemBL,CC(NC(C)=C(C1c(cccc2)c2[N+]([O-])=O)C(OC)=O)=C1C(OC)=O
1222,ChemBL,CC(C(NCCN(C)C)=O)O/N=C1\c(ncnc2)c2-c2cc(Br)cc(Br)c12
1223,ChemBL,Cc1c(COc2ccc(CO/N=C(\CCC(O)=O)/c3ccccc3)cc2)nc(-c2ccccc2)o1
1224,ChemBL,CS(c(ccc([C@@H](C[C@@H](CC1)CC1=O)C(Nc1nccnc1)=O)c1)c1Cl)(=O)=O
1225,ChemBL,COc(cc1)ccc1S(n1c(ccc(OC)c2)c2c(CCC(O)=O)c1)(=O)=O
1226,ChemBL,CCc(n1CCNC(OC)=S)ncc1[N+]([O-])=O
1227,ChemBL,CCCCCS(NC(c(cc1)cc2c1nc(C)n2Cc(ccc(Cl)c1)c1Cl)=O)(=O)=O
1228,ChemBL,CN(C)CCCOc(cc1)cc2c1[nH]nc2S(c1cccc2ccccc12)(=O)=O
1229,ChemBL,COc1ccc(cc(cc2)OCC(C3)(CN3C(c(cc3)ccc3F)=O)C(O)=O)c2c1
1230,ChemBL,Cc1nc(O[C@@H](C(c2ccccc2)(c2ccccc2)OC)C(O)=O)nc(C)c1
1231,ChemBL,CN(C)CCCNc1c2c([N+]([O-])=O)cccc2nc2ccccc12
1232,ChemBL,CCc(n(CCO)nc1CC)c1Oc1cc(C#N)cc(C#N)c1
1233,ChemBL,NS(Oc(cc1)cc(O2)c1C(CCCCC1)=C1C2=O)(=O)=O
1234,ChemBL,CCCN(c(cccc1)c1N=C1CCCOC(NC)=O)C1=O
1235,ChemBL,CS(c1c2n(Cc(cc3)ccc3Cl)c([C@@H](CC(O)=O)CC3)c3c2cc(F)c1)(=O)=O
1236,ChemBL,Cc(cccc1)c1C(Nc(cc1)ccc1C(N(CCCC1N(C)C)c2c1cccc2)=O)=O
1237,ChemBL,CCOC(C(C1c2cccc(Cl)c2Cl)=C(C)NC(C)=C1C(OC)=O)=O
1238,ChemBL,COc(ccc(C(Nc(c(Cl)cnc1)c1Cl)=O)c1)c1OC1CCCC1
1239,ChemBL,O=C(c1ccc(C(F)(F)F)cc1)NN(C([C@H]1[C@H]([C@@H]2[C@H]3C2)C=C[C@H]3[C@@H]11)=O)C1=O
1240,ChemBL,CCCCc(c(OCc1ccccc1)c1)cc2c1NC=C(C(OC)=O)C2=O
1241,ChemBL,CNC[C@H](CN1c(cc2)ccc2OCc2cccc(Cl)c2)OC1=O
1242,ChemBL,Cc(cccc1)c1-c(cc1)ccc1C(N(C1)C(CO)C/C1=N/OC)=O
1243,ChemBL,Cc1nc(C2CCCCC2)c(-c(cc2)cc(F)c2S(N)(=O)=O)o1
1244,ChemBL,CC(C)(C(OCc1nc(CO)ccc1)=O)Oc(cc1)ccc1Cl
1245,ChemBL,NS(c(cc(c(CN1C2CCCCC2)c2)C1=O)c2Cl)(=O)=O
1246,ChemBL,CCOCN(C(Cc1ccccc1)=C(C(C)C)C(N1)=O)C1=O
1247,ChemBL,CCN(CC)CCN(C(c1ccccc1)=NO1)C1=N
1248,ChemBL,Oc(cccc1)c1C(ON1CCOCC1)=O
1249,ChemBL,CCOC(N(CSC1)[C@@H]1C(O)=O)=O
1250,ChemBL,Cc1c(CSc(cc2)cc(C)c2OCC(O)=O)sc(-c2ccc(C(F)(F)F)cc2)n1
1251,ChemBL,CC(C)Oc(cc1)ccc1-n1c(ccc(/C=C\c2ccc(C(C)(C)O)cc2)c2)c2nc1
1252,ChemBL,CCN(CC)CCNC(c1cnc(-c2c(C)cccc2)c2ccccc12)=O
1253,ChemBL,CC(C)CN(C)c1c(CS(c2nc(cccc3)c3[nH]2)=O)cccc1
1254,ChemBL,CC(C(O)=O)c(cc1)cc2c1Sc(cc(cc1)OC)c1N2C
1255,ChemBL,C[C@H](C(N(CCCc1cnccc1)c1c(C)cccc1C)=O)N
1256,ChemBL,OC(CN(CN1Cc2ccccc2)CSC1=S)=O
1257,ChemBL,CCN(CC)CCC(O1)=C(c(cc2)ccc2F)NC1=O
1258,ChemBL,NN(CC1Oc(cccc2)c2OC1)Cc1ccccc1
1259,ChemBL,O=C(c(cc1)ccc1Cl)NCCN1CCOCC1
1260,ChemBL,CC/C(/c1cn(CCN(C)C)c2c1cccc2)=N\O
1261,ChemBL,CCCC(C)C(CC=C)(C(NC(S)=N1)=O)C1=O
1262,ChemBL,CC(C(CC1)CCC1c(c1c2)ccnc1ccc2F)C(Nc(cc1)ccc1Cl)=O
1263,ChemBL,CN(CCC1(c(cc2)ccc2F)O)CC1C(c(cc1)ccc1F)=O
1264,ChemBL,OC(CC(CN(Cc(cccc1)c1Cl)CC1)=C1S)=O
1265,ChemBL,Cc1cccc(C)c1NC(CN1CCCC1)=O
1266,ChemBL,CC(C(Nc1c(C)cccc1)=O)N1CCCC1
1267,ChemBL,CC(C)c(ccc(C)c1)c1OCC1=NCCN1
1268,ChemBL,Cc1cc(OCC2=NCCN2)c(C2CC2)cc1
1269,ChemBL,CC(C=C(C1CCCCC1)N1O)=CC1=O
1270,ChemBL,CC(Cc(cc1)cc2c1OCO2)NC
1271,ChemBL,CCC(CC)(C(C(C)CN1)=O)C1=O
1272,ChemBL,CCCC1OC1(CC)C(N)=O
1273,ChemBL,Fc(cc1F)cc(F)c1OCc1c(C2CCNCC2)cccc1
1274,ChemBL,OC(c1ccccc1)(c1ccccc1)C#CCN1CCCC1
1275,ChemBL,CN(CC1)CCC1=C(c1c(C2O)cccc1)c1c2cccc1
1276,ChemBL,CC(CCCNC)(C1)c(cccc2)c2N1c1ccccc1
1277,ChemBL,CNCCCN(Cc1c(C2)cccc1)c1c2cccc1
1278,ChemBL,Cc1cc(N2CCNCC2)c(Cc2ccccc2)cc1
1279,ChemBL,CNCCCN(c1c(CC2)cccc1)c1c2cccc1
1280,ChemBL,C(c1cc2ccccc2cc1)OC1CCNCC1
1281,ChemBL,CCNC(CCCC1)(c2cccs2)C1=O
1282,ChemBL,Nc1c(CCCC2)c2nc2c1CCCC2
1283,ChemBL,Cc1nc(CC(CNC)CC2)c2s1
1284,ChemBL,CC(Cc1ccccc1)NCCC1c(cccc2)c2Sc2c1cccc2
1285,ChemBL,Cc(cc1)ccc1Sc1c(C2CCNCC2)cccc1
1286,ChemBL,CCc1ccc(C2CCNCC2)cc1
1287,ChemBL,CC1NC(C)CCC1
1288,ChemBL,CCOP(OCC)(ON(C(c1c2c3cccc2ccc1)=O)C3=O)=O
1289,ChemBL,CC(C)(C(OCCOC(c1cnccc1)=O)=O)Oc(cc1)ccc1Cl
1290,ChemBL,COc(cc1)ccc1C(C(c(cc1)ccc1OC)=NN1CC2CC2)=NC1=O
1291,ChemBL,COc(ccc(C=Nc1c(cc(c(OC)c2)OC)c2ncc1)c1)c1OC
1292,ChemBL,COCC(CN1c(cc2)ccc2OCc2cc(C#N)ccc2)OC1=O
1293,ChemBL,C[C@H](c1ccccc1)n1c(C(OC2(CC2)C(OC)=O)=O)cnc1
1294,ChemBL,CN(C=C(c1c2cccc1)c(cc(cc1)S(C)(=O)=O)c1OCC1CC1)C2=O
1295,ChemBL,COP(OC)(SCN(C(c1c2cccc1)=O)C2=O)=S
1296,ChemBL,COc1cc(C(/C=C/N2CC=CC2)=O)cc(OC)c1OC
1297,ChemBL,CN(C)CCN(Cc(cc1)ccc1OC)c1ncccn1
1298,ChemBL,CCN(CC)CCN(C(c(cccc1)c1O1)=O)C1=O
1299,ChemBL,CC(OC1)OCC1([N+]([O-])=O)Br
1300,ChemBL,C[C@H](c(cc1)ccc1C#N)N(CC1)C[C@@H](c(cc2)ccc2Cl)N1c(ccc(C#N)c1)c1Cl
1301,ChemBL,CCC(C)(C(OCc1cnccc1)=O)Oc1ccc(Cc(cc2)ccc2Cl)cc1
1302,ChemBL,CN(C)CCC(c1ccccc1)Oc(cc1)cc2c1OC(c1ccccc1)=CC2=O
1303,ChemBL,CCN(CC)CCN(c(ccc(Cl)c1)c1C(c(cccc1)c1F)=NC1)C1=O
1304,ChemBL,O=C1N(CCOCC2CC2)c(ccc(Cl)c2)c2C(c2ccccc2)=NC1
1305,ChemBL,CCOP(Cc(cc1)ccc1-c1nc(cccc2)c2s1)(OCC)=O
1306,ChemBL,O=C(CCBr)N(CC1)CCN1C(CCBr)=O
1307,ChemBL,CC1=C(c2ccccc2)Oc(c(CN(C)C)c(cc2)OC)c2C1=O
1308,ChemBL,O=C(C1(CN2CCOCC2)c2ccccc2)c(cccc2)c2C1=O
1309,ChemBL,CN(C)CCCOc1nn(Cc2ccccc2)c2c1cccc2
1310,ChemBL,CN(C)CCN(Cc(cc1)ccc1OC)c1nccs1
1311,ChemBL,CN(C)CCN(Cc(cc1)ccc1OC)c1ncccc1
1312,ChemBL,CN(C)CCOC(c1ccnn1C)c1ccccc1
1313,ChemBL,CCCCN(C(C(C)C)=O)c1nc(C)co1
1314,ChemBL,CCCCOCCOC(c1cnccc1)=O
1315,ChemBL,CCN(CC)CCOC(c1cnccc1)=O
1316,ChemBL,O=C(CC(c1ccccc1)c1ccccc1)N(CC1)CCN1C(c1ccccc1)c1ccccc1
1317,ChemBL,CCN(CC)CCOc(cc1)ccc1-c1nc(cc(cc2)Cl)c2s1
1318,ChemBL,CCN(CC)CCC(N1c(cc(cc2)Cl)c2Sc2c1cccc2)=O
1319,ChemBL,CN(C)CCN(c(cccc1)c1SC(C1)c2ccccc2)C1=O
1320,ChemBL,CN(C)CCCSc1c(cccc2)c2nn1Cc1ccccc1
1321,ChemBL,CCN(CC)Cc(cc1)cc2c1OC(c1ccccc1)=C(C)C2=O
1322,ChemBL,CCN(CC)CCN(C(c1c2cccc1)c1ccccc1)C2=O
1323,ChemBL,CCCCCOc(cccc1)c1/C(/n1cncc1)=C\SC
1324,ChemBL,CC(C)Cc1ccc(C(C)C(OCc2ncccc2)=O)cc1
1325,ChemBL,CN(C)CC/C=C1\c(cc(cc2)OC)c2Oc2c1cccc2
1326,ChemBL,CN(C)CCCN(c1c(C2)cccc1)c(cccc1)c1C2=O
1327,ChemBL,CCCCCC(/C=C/n1cncc1)OCc1ccccc1
1328,ChemBL,CC(c1ccccc1)(c1ncccc1)OCCN(C)C
1329,ChemBL,CCc1nncn1C1CCCCC1
1330,ChemBL,Fc1ccc(C(c(cc2)ccc2F)N2CCN(C/C=C/c3ccccc3)CC2)cc1
1331,ChemBL,Clc1ccc(C(c2ccccc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1
1332,ChemBL,C(/C=C/c1ccccc1)N(CC1)CCN1C(c1ccccc1)c1ccccc1
1333,ChemBL,CN(C)CCCN1c(cc(cc2)Cl)c2Sc2c1cccc2
1334,ChemBL,CN(CC1)CC1OC(c1ccccc1)c(cc1)ccc1Cl
1335,ChemBL,CN(C)CCC(c(cc1)c(CC2)cc1Cl)c1c2cccn1
1336,ChemBL,CN(CC1)CCN1C(c1ccccc1)c(cc1)ccc1Cl
1337,ChemBL,CN(C)CCCN(Cc1c2cccc1)c(cccc1)c1C2=C
1338,ChemBL,CC(C1=C(CCN(C)C)Cc2c1cccc2)c1ncccc1
1339,ChemBL,CN(C)CCC=C1c(cccc2)c2N(C)Cc2c1cccc2
1340,ChemBL,CC(CN1c(cccc2)c2Sc2c1cccc2)N(C)C.CN(c1c(C(N2C)=O)[nH]c(Cl)n1)C2=O
1341,ChemBL,CN(C)CCCN1c(cccc2)c2Sc2c1cccc2
1342,ChemBL,CC(CN1c(cccc2)c2Sc2c1cccc2)N(C)C
1343,ChemBL,C(CN1CCCC1)N(Cc1ccccc1)c1ccccc1
1344,ChemBL,CN(CC1)CCC1N(Cc1ccccc1)c1ccccc1
1345,ChemBL,CN(CC1)CCN1c1c(Cc2ccccc2)cccc1
1346,ChemBL,CN(CC1)CCN1C(c1ccccc1)c1ccccc1
1347,ChemBL,C[C@@H]1N(C)CCO[C@H]1c1ccccc1
1348,ChemBL,CC(C(C1)N(C)C)Oc2c1cccc2
1349,ChemBL,CN(CC1C2)CC1C(c1ccccc1)c1c2ccc(Cl)c1
1350,ChemBL,Oc(c(S(N1CCNCC1)(=O)=O)c(cc1)Cl)c1NC(Nc1cccc(F)c1Cl)=O
1351,ChemBL,NC(c(cc1)ccc1-c(cc1)ccc1OC[C@H](C[C@H]1CC(O)=O)NC1=O)=N
1352,ChemBL,NC(C=CN1[C@@H]([C@@H]2O)C(F)=C(CO)[C@H]2O)=NC1=O
1353,ChemBL,NNc(cc1)nnc1N(CCO)CCO
1354,ChemBL,Nc1nc(CC(Nc2ccc(CCNCC(c3ccccc3)O)cc2)=O)cs1
1355,ChemBL,CCCCCNC(N/N=C/c1c[nH]c(cc2)c1cc2OC)=N
1356,ChemBL,CC(C)c(c(Oc1c(N)nc(N)nc1)c1)cc(OC)c1S(N)(=O)=O
1357,ChemBL,ONC(CCCCCCNC(c1cnc(N(c2ccccc2)c(cccc2)c2Cl)nc1)=O)=O
1358,ChemBL,C[C@@H]([C@H](Cc1cc(C(N)=N)ccc1)C(OC)=O)NC(c(cc1)ccc1-c(cc1)cc[n+]1[O-])=O
1359,ChemBL,ONC(CCCCCCNC(c1cnc(N(c2ccccc2)c2ccccc2)nc1)=O)=O
1360,ChemBL,CCC(c1ccc(C)o1)NC(C(C1=O)=O)=C1Nc(cccc1C(N(C)C)=O)c1O
1361,ChemBL,NS(c(cc(c(NC(CSCC(F)(F)F)N1)c2)S1(=O)=O)c2Cl)(=O)=O
1362,ChemBL,NC(CCCN(C(C(c1ccccc1)(c1ccccc1)N1)=O)C1=O)C(O)=O
1363,ChemBL,CC(C)CC(Nc(c1c2)cc(Cl)c2S(N)(=O)=O)NS1(=O)=O
1364,ChemBL,NCC(N(C[C@@H](C1)NC(c2ccccc2)=O)[C@@H]1C(O)=O)=O
1365,ChemBL,Cc(ncc(COP(O)(O)=O)c1C=O)c1O.NC(CCC(N)=O)C(O)=O
1366,ChemBL,Cc(ncc(COP(O)(O)=O)c1C=O)c1O
1367,ChemBL,CC(C)(C(NCC(C(F)(F)F)(F)F)=O)C(N[C@@H](c(cccc1)c1-c(cccc1)c1N1)C1=O)=O
1368,ChemBL,OCC(COC(c(cccc1)c1Nc1c(cccc2C(F)(F)F)c2ncc1)=O)O
1369,ChemBL,Cc1cccc(Nc2cc(Cl)nc(SCC(NCCO)=O)n2)c1C
1370,ChemBL,Cc(c(Nc1ncccc1C(OCC(CO)O)=O)ccc1)c1Cl
1371,ChemBL,ONC(CCCCCCC(Nc1cnccc1)=O)=O
1372,ChemBL,C[Si](C)(C)c(c(NC(C1=CNc(cccc2)c2C1=O)=O)c1)cc([Si](C)(C)C)c1O
1373,ChemBL,CC(C)(C)c1cc(CCC2NC(Nc3c(cn[nH]4)c4ccc3)=O)c2cc1
1374,ChemBL,C[C@@]1(C(O)=O)N=C(c(ccc(O)c2)c2O)SC1
1375,ChemBL,OC(C1NC(C(O)=O)SC1)=O
1376,ChemBL,CC(C)(C)NCc1cc(Nc2c(ccc(Cl)c3)c3ncc2)cc(-c(cc2)ccc2Cl)c1O
1377,ChemBL,CC(C)(C)NCc(ccc(Nc1c(ccc(Cl)c2)c2ncc1)c1)c1O
1378,ChemBL,CC1=CCN(CCNC(N)=N)CC1
1379,ChemBL,CNc(nc(-c1cccc(NC(c(cc2)ccc2C(OC)=O)=O)c1)c1c2)nc1cc(OC)c2OC
1380,ChemBL,OS(Oc1ccc(C(c(cc2)ccc2OS(O)(=O)=O)c2ncccc2)cc1)(=O)=O
1381,ChemBL,CC(C)NC(c1no[n+]([O-])c1C(NC(C)C)=O)=O
1382,ChemBL,CCOc(cc(c1c2)ncc(C#N)c1Nc(cc1)cc(Cl)c1F)c2NC(/C=C/CN(C)C)=O
1383,ChemBL,COc(ccc(CC(C(N1)=O)OC1=O)c1)c1C(NCc1ccc(C(F)(F)F)cc1)=O
1384,ChemBL,CC(N(Cc1c(N)nc(C)nc1)C=O)=C(CCO)SC=CC(c1ccccc1)=O
1385,ChemBL,CN(C(CSCC=C)Nc(c1c2)cc(Cl)c2S(N)(=O)=O)S1(=O)=O
1386,ChemBL,CCCNC(c(nnc(c1ccc2)c2-c(cc(cc2)OC)c2OC)c1N)=O
1387,ChemBL,Cc1cc(CS(c(cc2)ccc2N)(=O)=O)no1.COc1cc(Cc2c(N)nc(N)nc2)cc(OC)c1OC
1388,ChemBL,COc1cc(Cc2c(N)nc(N)nc2)cc(OC)c1OC
1389,ChemBL,OC(CCC/C=C(\c1ccc(CCNS(c(cc2)ccc2Cl)(=O)=O)cc1)/c1cnccc1)=O
1390,ChemBL,Cc(cc1)cc(C)c1C(OCc1ccc(C(CN)C(Nc2cc3ccncc3cc2)=O)cc1)=O
1391,ChemBL,N#CN/C(/Nc1ccncc1)=N\CCCCCCOc(cc1)ccc1Cl
1392,ChemBL,Nc1nnc(CN[C@H](C2)[C@@H]2c(cc2)ccc2OCc2ccccc2)o1
1393,ChemBL,CN(C(CS1)(c(cc2)cc(S(N)(=O)=O)c2Cl)O)C1=NC
1394,ChemBL,Cc(c(NS(C)(=O)=O)c(cc1)Cl)c1OCC1=NCCN1
1395,ChemBL,CCN1C(CNC(c(c(OC)c2)cc(Cl)c2N)=O)=NCC1
1396,ChemBL,COc1cc(Cc2c(N)nc(N)nc2)cc(OC)c1SC
1397,ChemBL,CN(C)CCOC(c1c2cccc1)=NN/C2=N/O
1398,ChemBL,Cc(cccc1)c1C(Nc(cc1)cc(C)c1C(N(CCCC1O)c(cc2)c1cc2Cl)=O)=O
1399,ChemBL,O=C(c1ccccc1)NC(NC1CCN(Cc2cc3ccccc3cc2)CC1)=O
1400,ChemBL,CC(CC1)CCC11N=C(N)N=C(N)N1c(cc1)ccc1Cl
1401,ChemBL,Cc1c(CCCOc(cc(cc2)C(O)=O)c2F)c(C)n[nH]1
1402,ChemBL,COC(C(CN)c1c[nH]c(cc2)c1cc2OC)=O
1403,ChemBL,CC(C)(C)CC(CC=C)(C(NC(N1)=O)=O)C1=O
1404,ChemBL,CCCC(C)C(CC=C)(C(NC(N1)=O)=O)C1=O
1405,ChemBL,CCC(C1=CCCCC1)(C(NC(N1)=O)=O)C1=O
1406,ChemBL,CCCCC(CC)(C(NC(N1)=O)=O)C1=O
1407,ChemBL,CCC(C)C(CC)(C(NC(N1)=O)=O)C1=O
1408,ChemBL,CC(N(C[C@@H](C1)O)[C@@H]1C(O)=O)=O
1409,ChemBL,O[C@@H](CC[C@H]([C@@H](c(cc1)ccc1O)N1c(cc2)ccc2F)C1=O)c(cc1)ccc1F
1410,ChemBL,OCC(C(C(F)(F)F)C(F)(F)F)NS(c(s1)ccc1Cl)(=O)=O
1411,ChemBL,Oc(c(C(NCC1OCCC1)=O)cc(Br)c1)c1Br
1412,ChemBL,OC(c(c1ccc(CCCC2)c2c1nc1Cc(cc2)ccc2Cl)c1O)=O
1413,ChemBL,CCN(CC)Cc(cc(cc1)Nc2c(ccc(Cl)c3)c3ncc2)c1O
1414,ChemBL,NC([C@@H](CC1)N[C@@H]1c(cc1)ccc1OCc(cccc1)c1F)=O
1415,ChemBL,C=CCC(C1C=CCCC1)(C(NC(N1)=S)=O)C1=O
1416,ChemBL,Cc1c(CSCCN/C(/S)=N/C)[nH]cn1
1417,ChemBL,CC(C)CC(CC=C)(C(NC(N1)=S)=O)C1=O
